,word,lemma,onset,offset,section,sentence_index
7086,et,et,82.02,82.07,5,701
7087,j',j',82.07,82.2,5,701
7088,ai,ai,82.2,82.25,5,701
7089,fait,fait,82.25,82.52,5,701
7090,quatre,quatre,82.69,83.06,5,701
7091,erreurs,erreurs,83.06,83.44,5,701
7092,dans,dans,83.44,83.73,5,701
7093,une,une,83.73,83.88,5,701
7094,addition,addition,83.88,84.38,5,701
7095,la,la,85.39,85.49,5,702
7096,seconde,seconde,85.55,85.94,5,702
7097,fois,fois,85.94,86.21,5,702
7098,ç',ç,86.21,86.32,5,702
7099,a,a,86.32,86.43,5,702
7100,été,été,86.43,86.92,5,702
7101,il,il,86.98,87.15,5,702
7102,y,y,87.15,87.3,5,702
7103,a,a,87.3,87.46,5,702
7104,onze,onze,87.51,87.83,5,702
7105,ans,ans,87.83,88.03,5,702
7106,par,par,88.28,88.5,5,702
7107,une,une,88.5,88.66,5,702
7108,crise,crise,88.66,89.09,5,702
7109,de,de,89.09,89.24,5,702
7110,rhumatisme,rhumatisme,89.24,90.05,5,702
7111,je,je,90.53,90.67,5,703
7112,manque,manque,90.67,90.94,5,703
7113,d',d',90.94,91.01,5,703
7114,exercice,exercice,91.01,91.7,5,703
7115,je,je,92.17,92.31,5,704
7116,n',n',92.31,92.37,5,704
7117,ai,ai,92.37,92.5,5,704
7118,pas,pas,92.5,92.63,5,704
7119,le,le,92.63,92.8,5,704
7120,temps,temps,92.8,92.95,5,704
7121,de,de,92.95,93.06,5,704
7122,flâner,flâner,93.06,93.54,5,704
7123,je,je,93.92,94.03,5,705
7124,suis,suis,94.03,94.24,5,705
7125,sérieux,sérieux,94.24,94.69,5,705
7126,moi,moi,94.69,94.95,5,705
7127,la,la,95.87,96.04,5,706
7128,troisième,troisième,96.04,96.46,5,706
7129,fois,fois,96.46,96.85,5,706
7130,la,la,97.03,97.21,5,706
7131,voici,voici,97.21,97.7,5,706
7132,je,je,98.48,98.61,5,707
7133,disais,disais,98.61,99.04,5,707
7134,donc,donc,99.21,99.44,5,707
7135,cinq,cinq,99.55,99.86,5,707
7136,cent,cent,99.86,100.11,5,707
7137,un,un,100.11,100.27,5,707
7138,millions,millions,100.27,100.76,5,707
7139,millions,millions,101.55,102.06,5,708
7140,de,de,102.06,102.24,5,708
7141,quoi,quoi,102.28,102.69,5,708
7142,le,le,103.7,103.82,5,709
7143,businessman,businessman,103.82,104.63,5,709
7144,comprit,comprit,104.68,105.23,5,709
7145,qu',qu',105.23,105.33,5,709
7146,il,il,105.33,105.43,5,709
7147,n',n',105.43,105.47,5,709
7148,était,était,105.47,105.76,5,709
7149,point,point,105.76,105.99,5,709
7150,d',d',105.99,106.05,5,709
7151,espoir,espoir,106.05,106.46,5,709
7152,de,de,106.46,106.62,5,709
7153,paix,paix,106.62,106.88,5,709
7154,millions,millions,107.61,108.1,5,710
7155,de,de,108.1,108.14,5,710
7156,ces,ces,108.14,108.39,5,710
7157,petites,petites,108.39,108.73,5,710
7158,choses,choses,108.73,109.11,5,710
7159,que,que,109.11,109.23,5,710
7160,l',l',109.23,109.28,5,710
7161,on,on,109.28,109.4,5,710
7162,voit,voit,109.4,109.59,5,710
7163,quelquefois,quelquefois,109.59,110.04,5,710
7164,dans,dans,110.04,110.15,5,710
7165,le,le,110.15,110.25,5,710
7166,ciel,ciel,110.25,110.86,5,710
7167,des,des,111.73,111.93,5,711
7168,mouches,mouches,111.93,112.48,5,711
7169,mais,mais,113.3,113.59,5,712
7170,non,non,113.65,113.95,5,712
7171,des,des,113.95,114.12,5,712
7172,petites,petites,114.12,114.37,5,712
7173,choses,choses,114.37,114.66,5,712
7174,qui,qui,114.66,114.82,5,712
7175,brillent,brillent,114.82,115.28,5,712
7176,des,des,116.2,116.35,5,713
7177,abeilles,abeilles,116.44,116.85,5,713
7178,mais,mais,117.48,117.71,5,714
7179,non,non,117.76,118.03,5,714
7180,des,des,118.15,118.38,5,714
7181,petites,petites,118.38,118.62,5,714
7182,choses,choses,118.62,118.93,5,714
7183,dorées,dorées,118.93,119.3,5,714
7184,qui,qui,119.3,119.44,5,715
7185,font,font,119.44,119.66,5,715
7186,rêvasser,rêvasser,119.66,120.09,5,715
7187,les,les,120.09,120.19,5,715
7188,fainéants,fainéants,120.19,120.71,5,715
7189,mais,mais,121.08,121.24,5,716
7190,je,je,121.24,121.34,5,716
7191,suis,suis,121.34,121.55,5,716
7192,sérieux,sérieux,121.55,122.0,5,716
7193,moi,moi,122.0,122.27,5,716
7194,je,je,122.6,122.73,5,717
7195,n',n',122.73,122.81,5,717
7196,ai,ai,122.81,122.95,5,717
7197,pas,pas,122.95,123.11,5,717
7198,le,le,123.11,123.25,5,717
7199,temps,temps,123.25,123.45,5,717
7200,de,de,123.45,123.55,5,717
7201,rêvasser,rêvasser,123.55,124.12,5,717
7202,ah,ah,125.07,125.83,5,718
7203,des,des,125.83,126.14,5,718
7204,étoiles,étoiles,126.14,126.65,5,718
7205,c',c',127.21,127.33,5,719
7206,est,est,127.33,127.42,5,719
7207,bien,bien,127.42,127.6,5,719
7208,ça,ça,127.6,127.93,5,719
7209,des,des,128.06,128.28,5,719
7210,étoiles,étoiles,128.28,128.76,5,719
7211,et,et,128.76,128.79,5,720
7212,que,que,129.1,129.12,5,720
7213,fais,fais,129.72,130.27,5,720
7214,-tu,tu,130.27,130.43,5,720
7215,de,de,130.43,130.51,5,720
7216,cinq,cinq,130.51,130.84,5,720
7217,cents,cents,130.84,130.97,5,720
7218,millions,millions,130.97,131.33,5,720
7219,d',d',131.33,131.39,5,720
7220,étoiles,étoiles,131.39,131.94,5,720
7221,cinq,cinq,133.09,133.51,5,721
7222,cent,cent,133.51,133.74,5,721
7223,un,un,133.74,133.8,5,721
7224,millions,millions,133.95,134.42,5,721
7225,six,six,134.42,134.8,5,721
7226,cent,cent,134.8,134.93,5,721
7227,vingt,vingt,134.93,135.2,5,721
7228,-deux,deux,135.2,135.33,5,721
7229,mille,mille,135.33,135.72,5,721
7230,sept,sept,135.72,136.0,5,721
7231,cent,cent,136.0,136.22,5,721
7232,trente,trente,136.22,136.53,5,721
7233,et,et,136.53,136.68,5,721
7234,un,un,136.68,136.86,5,721
7235,je,je,137.26,137.43,5,722
7236,suis,suis,137.43,137.62,5,722
7237,sérieux,sérieux,137.62,138.03,5,722
7238,moi,moi,138.03,138.32,5,722
7239,je,je,138.6,138.76,5,723
7240,suis,suis,138.76,139.01,5,723
7241,précis,précis,139.01,139.51,5,723
7242,et,et,140.46,140.53,5,724
7243,que,que,140.53,140.68,5,724
7244,fais,fais,140.68,140.82,5,724
7245,-tu,tu,140.82,140.98,5,724
7246,de,de,140.98,141.04,5,724
7247,ces,ces,141.04,141.42,5,724
7248,étoiles,étoiles,141.42,141.94,5,724
7249,ce,ce,142.59,142.76,5,725
7250,que,que,142.81,142.87,5,725
7251,j',j',142.87,142.9,5,725
7252,en,en,142.9,143.08,5,725
7253,fais,fais,143.08,143.37,5,725
7254,oui,oui,144.3,144.52,5,726
7255,rien,rien,145.44,145.86,5,727
7256,je,je,146.12,146.14,5,728
7257,les,les,146.14,146.5,5,728
7258,possède,possède,146.5,147.09,5,728
7259,tu,tu,148.1,148.26,5,729
7260,possèdes,possèdes,148.26,148.75,5,729
7261,les,les,148.75,149.0,5,729
7262,étoiles,étoiles,149.0,149.45,5,729
7263,oui,oui,150.45,150.74,5,730
7264,mais,mais,151.84,152.31,5,731
7265,j',j',152.31,152.34,5,731
7266,ai,ai,152.34,152.37,5,731
7267,déjà,déjà,152.37,152.59,5,731
7268,vu,vu,152.59,152.65,5,731
7269,un,un,152.65,152.86,5,731
7270,roi,roi,152.86,153.11,5,731
7271,qui,qui,153.11,153.54,5,731
7272,les,les,153.86,153.99,5,732
7273,rois,rois,153.99,154.25,5,732
7274,ne,ne,154.25,154.39,5,732
7275,possèdent,possèdent,154.39,154.72,5,732
7276,pas,pas,154.76,154.99,5,732
7277,ils,ils,155.41,155.6,5,733
7278,règnent,règnent,155.6,156.14,5,733
7279,sur,sur,156.14,156.68,5,733
7280,c',c',156.97,157.12,5,734
7281,est,est,157.12,157.25,5,734
7282,très,très,157.25,157.5,5,734
7283,différent,différent,157.5,158.04,5,734
7284,et,et,159.26,159.34,5,735
7285,à,à,159.34,159.45,5,735
7286,quoi,quoi,159.45,159.63,5,735
7287,cela,cela,159.63,159.87,5,735
7288,te,te,159.87,159.9,5,735
7289,sert,sert,159.9,160.39,5,735
7290,-il,il,160.39,160.56,5,735
7291,de,de,160.56,160.71,5,735
7292,posséder,posséder,160.71,161.1,5,735
7293,les,les,161.1,161.29,5,735
7294,étoiles,étoiles,161.29,161.79,5,735
7295,ça,ça,162.79,163.04,5,736
7296,me,me,163.04,163.09,5,736
7297,sert,sert,163.09,163.54,5,736
7298,à,à,163.54,163.64,5,736
7299,être,être,163.64,163.93,5,736
7300,riche,riche,163.93,164.37,5,736
7301,et,et,165.61,165.68,5,737
7302,à,à,165.68,165.79,5,737
7303,quoi,quoi,165.79,166.23,5,737
7304,cela,cela,166.32,166.58,5,737
7305,te,te,166.58,166.67,5,737
7306,sert,sert,166.67,166.83,5,737
7307,-il,il,166.83,166.92,5,737
7308,d',d',166.92,166.96,5,737
7309,être,être,166.96,167.2,5,737
7310,riche,riche,167.2,167.66,5,737
7311,à,à,168.71,168.81,5,738
7312,acheter,acheter,168.96,169.42,5,738
7313,d',d',169.42,169.5,5,738
7314,autres,autres,169.5,169.84,5,738
7315,étoiles,étoiles,169.84,170.39,5,738
7316,si,si,170.39,170.58,5,738
7317,quelqu',quelqu,170.58,170.85,5,738
7318,un,un,170.85,170.9,5,738
7319,en,en,170.9,171.03,5,738
7320,trouve,trouve,171.03,171.54,5,738
7321,celui,celui,172.66,173.09,5,739
7322,-là,là,173.09,173.28,5,739
7323,se,se,173.47,173.64,5,739
7324,dit,dit,173.64,173.88,5,739
7325,en,en,173.88,173.95,5,739
7326,lui,lui,173.95,174.14,5,739
7327,-même,même,174.14,174.4,5,739
7328,le,le,174.4,174.51,5,739
7329,petit,petit,174.51,174.81,5,739
7330,prince,prince,174.81,175.36,5,739
7331,il,il,175.81,175.98,5,739
7332,raisonne,raisonne,175.98,176.41,5,739
7333,un,un,176.41,176.52,5,739
7334,peu,peu,176.56,176.73,5,739
7335,comme,comme,176.73,176.89,5,739
7336,mon,mon,176.94,177.11,5,739
7337,ivrogne,ivrogne,177.11,177.65,5,739
7338,cependant,cependant,178.64,179.33,5,740
7339,il,il,179.45,179.61,5,740
7340,posa,posa,179.61,180.01,5,740
7341,encore,encore,180.01,180.57,5,740
7342,des,des,180.57,180.69,5,740
7343,questions,questions,180.69,181.2,5,740
7344,comment,comment,182.11,182.51,5,741
7345,peut,peut,182.51,182.74,5,741
7346,-on,on,182.74,182.93,5,741
7347,posséder,posséder,182.93,183.39,5,741
7348,les,les,183.39,183.58,5,741
7349,étoiles,étoiles,183.58,184.17,5,741
7350,à,à,185.11,185.26,5,742
7351,qui,qui,185.26,185.46,5,742
7352,sont,sont,185.46,185.59,5,742
7353,-elles,elles,185.59,186.07,5,742
7354,riposta,riposta,186.44,187.0,5,743
7355,grincheux,grincheux,187.21,187.9,5,743
7356,le,le,188.02,188.15,5,743
7357,businessman,businessman,188.15,188.97,5,743
7358,je,je,189.94,190.09,5,744
7359,ne,ne,190.09,190.14,5,744
7360,sais,sais,190.14,190.44,5,744
7361,pas,pas,190.44,190.65,5,744
7362,à,à,191.06,191.18,5,745
7363,personne,personne,191.18,191.75,5,745
7364,alors,alors,192.41,192.66,5,746
7365,elles,elles,192.93,193.09,5,746
7366,sont,sont,193.09,193.32,5,746
7367,à,à,193.32,193.42,5,746
7368,moi,moi,193.42,193.79,5,746
7369,car,car,194.02,194.22,5,746
7370,j',j',194.22,194.37,5,746
7371,y,y,194.37,194.4,5,746
7372,ai,ai,194.4,194.54,5,746
7373,pensé,pensé,194.54,194.89,5,746
7374,le,le,194.89,195.01,5,746
7375,premier,premier,195.06,195.61,5,746
7376,ça,ça,196.62,196.82,5,747
7377,suffit,suffit,196.82,197.3,5,747
7378,bien,bien,198.1,198.33,5,748
7379,sûr,sûr,198.33,198.83,5,748
7380,quand,quand,199.13,199.3,5,749
7381,tu,tu,199.3,199.47,5,749
7382,trouves,trouves,199.47,199.76,5,749
7383,un,un,199.76,199.86,5,749
7384,diamant,diamant,199.86,200.31,5,749
7385,qui,qui,200.31,200.43,5,749
7386,n',n',200.43,200.49,5,749
7387,est,est,200.49,200.63,5,749
7388,à,à,200.63,200.71,5,749
7389,personne,personne,200.71,201.18,5,749
7390,il,il,201.18,201.25,5,749
7391,est,est,201.38,201.67,5,749
7392,à,à,201.67,201.77,5,749
7393,toi,toi,201.77,202.07,5,749
7394,quand,quand,202.89,203.05,5,750
7395,tu,tu,203.05,203.16,5,750
7396,trouves,trouves,203.16,203.45,5,750
7397,une,une,203.45,203.56,5,750
7398,île,île,203.56,203.8,5,750
7399,qui,qui,203.8,203.93,5,750
7400,n',n',203.93,203.99,5,750
7401,est,est,203.99,204.13,5,750
7402,à,à,204.13,204.19,5,750
7403,personne,personne,204.19,204.73,5,750
7404,elle,elle,205.1,205.26,5,750
7405,est,est,205.26,205.4,5,750
7406,à,à,205.4,205.49,5,750
7407,toi,toi,205.49,205.79,5,750
7408,quand,quand,206.67,206.82,5,751
7409,tu,tu,206.86,207.01,5,751
7410,as,as,207.01,207.08,5,751
7411,une,une,207.08,207.3,5,751
7412,idée,idée,207.3,207.55,5,751
7413,le,le,207.55,207.65,5,751
7414,premier,premier,207.65,208.27,5,751
7415,tu,tu,208.37,208.49,5,751
7416,la,la,208.49,208.66,5,751
7417,fais,fais,208.66,208.82,5,751
7418,breveter,breveter,208.82,209.49,5,751
7419,elle,elle,209.8,209.95,5,751
7420,est,est,209.95,210.1,5,751
7421,à,à,210.1,210.21,5,751
7422,toi,toi,210.21,210.54,5,751
7423,et,et,211.52,211.64,5,752
7424,moi,moi,211.64,211.86,5,752
7425,je,je,211.86,212.05,5,752
7426,possède,possède,212.05,212.44,5,752
7427,les,les,212.44,212.68,5,752
7428,étoiles,étoiles,212.68,213.12,5,752
7429,puisque,puisque,213.12,213.45,5,752
7430,jamais,jamais,213.45,213.99,5,752
7431,personne,personne,213.99,214.44,5,752
7432,avant,avant,214.44,214.66,5,752
7433,moi,moi,214.66,214.83,5,752
7434,n',n',214.83,214.92,5,752
7435,a,a,214.92,214.97,5,752
7436,songé,songé,214.97,215.37,5,752
7437,à,à,215.37,215.43,5,752
7438,les,les,215.43,215.57,5,752
7439,posséder,posséder,215.57,216.11,5,752
7440,ça,ça,217.11,217.31,5,753
7441,c',c',217.31,217.43,5,753
7442,est,est,217.43,217.55,5,753
7443,vrai,vrai,217.55,217.78,5,753
7444,dit,dit,218.2,218.5,5,753
7445,le,le,218.5,218.55,5,753
7446,petit,petit,218.55,218.82,5,753
7447,prince,prince,218.82,219.34,5,753
7448,et,et,220.03,220.1,5,754
7449,qu',qu',220.1,220.18,5,754
7450,en,en,220.18,220.28,5,754
7451,fais,fais,220.32,220.51,5,754
7452,-tu,tu,220.51,220.83,5,754
7453,je,je,221.99344900000003,222.077565,5,755
7454,les,les,222.093337,222.364085,5,755
7455,gère,gère,222.398257,222.93,5,755
7456,je,je,223.2,223.35,5,756
7457,les,les,223.35,223.55,5,756
7458,compte,compte,223.55,223.94,5,756
7459,et,et,223.94,224.03,5,756
7460,je,je,224.03,224.15,5,756
7461,les,les,224.15,224.31,5,756
7462,recompte,recompte,224.31,225.0,5,756
7463,dit,dit,225.24,225.43,5,756
7464,le,le,225.43,225.54,5,756
7465,businessman,businessman,225.54,226.29,5,756
7466,c',c',226.86,226.99,5,757
7467,est,est,226.99,227.05,5,757
7468,difficile,difficile,227.05,227.79,5,757
7469,mais,mais,228.16,228.29,5,757
7470,je,je,228.29,228.42,5,757
7471,suis,suis,228.42,228.68,5,757
7472,un,un,228.68,228.85,5,757
7473,homme,homme,228.85,229.01,5,757
7474,sérieux,sérieux,229.01,229.49,5,757
7475,le,le,230.56,230.71,5,758
7476,petit,petit,230.71,231.0,5,758
7477,prince,prince,231.0,231.42,5,758
7478,n',n',231.42,231.46,5,758
7479,était,était,231.46,231.71,5,758
7480,pas,pas,231.71,231.85,5,758
7481,satisfait,satisfait,231.85,232.44,5,758
7482,encore,encore,232.44,232.99,5,758
7483,moi,moi,233.94,234.33,5,759
7484,si,si,234.42,234.62,5,759
7485,je,je,234.68,234.81,5,759
7486,possède,possède,234.81,235.19,5,759
7487,un,un,235.19,235.28,5,759
7488,foulard,foulard,235.28,235.83,5,759
7489,je,je,236.16,236.36,5,759
7490,puis,puis,236.36,236.57,5,759
7491,le,le,236.57,236.64,5,759
7492,mettre,mettre,236.64,236.9,5,759
7493,autour,autour,236.9,237.12,5,759
7494,de,de,237.12,237.22,5,759
7495,mon,mon,237.22,237.39,5,759
7496,cou,cou,237.39,237.63,5,759
7497,et,et,237.63,237.71,5,759
7498,l',l',237.71,237.76,5,759
7499,emporter,emporter,237.76,238.27,5,759
7500,moi,moi,238.95,239.23,5,760
7501,si,si,239.39,239.548274,5,760
7502,je,je,239.548274,239.73,5,760
7503,possède,possède,239.73,240.08,5,760
7504,une,une,240.08,240.22,5,760
7505,fleur,fleur,240.22,240.69,5,760
7506,je,je,240.89,241.05,5,760
7507,puis,puis,241.05,241.26,5,760
7508,cueillir,cueillir,241.26,241.67,5,760
7509,ma,ma,241.67,241.82,5,760
7510,fleur,fleur,241.82,242.2,5,760
7511,et,et,242.2,242.27,5,760
7512,l',l',242.27,242.31,5,760
7513,emporter,emporter,242.31,242.88,5,760
7514,mais,mais,243.51,243.65,5,761
7515,tu,tu,243.65,243.79,5,761
7516,ne,ne,243.79,243.92,5,761
7517,peux,peux,243.92,244.07,5,761
7518,pas,pas,244.07,244.24,5,761
7519,cueillir,cueillir,244.24,244.56,5,761
7520,les,les,244.56,244.74,5,761
7521,étoiles,étoiles,244.74,245.27,5,761
7522,non,non,246.43,246.64,5,762
7523,mais,mais,246.79,247.18,5,762
7524,je,je,247.18,247.288444,5,762
7525,puis,puis,247.288444,247.43,5,762
7526,les,les,247.43,247.57,5,762
7527,placer,placer,247.57,247.96,5,762
7528,en,en,247.96,248.17,5,762
7529,banque,banque,248.17,248.6,5,762
7530,qu',qu',249.720422,249.804538,5,763
7531,est,est,249.804538,249.854482,5,763
7532,-ce,ce,249.854482,249.907054,5,763
7533,que,que,249.907054,250.030599,5,763
7534,ça,ça,250.030599,250.18,5,763
7535,veut,veut,250.18,250.25,5,763
7536,dire,dire,250.25,250.71,5,763
7537,ça,ça,251.82,251.94,5,764
7538,veut,veut,251.94,252.0,5,764
7539,dire,dire,252.0,252.35,5,764
7540,que,que,252.35,252.5,5,764
7541,j',j',252.5,252.55,5,764
7542,écris,écris,252.55,252.9,5,764
7543,sur,sur,252.9,253.08,5,764
7544,un,un,253.08,253.17,5,764
7545,petit,petit,253.17,253.46,5,764
7546,papier,papier,253.46,253.81,5,764
7547,le,le,253.81,253.96,5,764
7548,nombre,nombre,253.96,254.38,5,764
7549,de,de,254.38,254.44,5,764
7550,mes,mes,254.44,254.66,5,764
7551,étoiles,étoiles,254.66,255.2,5,764
7552,et,et,255.84,255.95,5,764
7553,puis,puis,255.95,256.29,5,764
7554,j',j',256.37,256.49,5,764
7555,enferme,enferme,256.49,256.86,5,764
7556,à,à,256.86,256.95,5,764
7557,clef,clef,256.95,257.23,5,764
7558,ce,ce,257.23,257.42,5,764
7559,papier,papier,257.42,257.81,5,764
7560,-là,là,257.81,258.0,5,764
7561,dans,dans,258.0,258.2,5,764
7562,un,un,258.2,258.28,5,764
7563,tiroir,tiroir,258.28,258.94,5,764
7564,et,et,260.03,260.07,5,765
7565,c',c',260.07,260.18,5,765
7566,est,est,260.18,260.28,5,765
7567,tout,tout,260.28,260.47,5,765
7568,ça,ça,261.49,261.58,5,766
7569,suffit,suffit,261.58,262.1,5,766
7570,c',c',263.423815,263.542103,5,767
7571,est,est,263.560504,263.72,5,767
7572,amusant,amusant,263.72,264.19,5,767
7573,pensa,pensa,264.49,264.83,5,767
7574,le,le,264.83,264.95,5,767
7575,petit,petit,264.95,265.21,5,767
7576,prince,prince,265.21,265.7,5,767
7577,c',c',266.1,266.2,5,768
7578,est,est,266.2,266.34,5,768
7579,assez,assez,266.34,266.62,5,768
7580,poétique,poétique,266.62,267.32,5,768
7581,mais,mais,267.87,268.18,5,769
7582,ce,ce,268.18,268.35,5,769
7583,n',n',268.35,268.41,5,769
7584,est,est,268.41,268.51,5,769
7585,pas,pas,268.51,268.62,5,769
7586,très,très,268.62,268.79,5,769
7587,sérieux,sérieux,268.79,269.26,5,769
7588,le,le,270.17,270.34,5,770
7589,petit,petit,270.34,270.67,5,770
7590,prince,prince,270.67,271.07,5,770
7591,avait,avait,271.07,271.42,5,770
7592,sur,sur,271.42,271.58,5,770
7593,les,les,271.58,271.71,5,770
7594,choses,choses,271.71,272.08,5,770
7595,sérieuses,sérieuses,272.08,272.83,5,770
7596,des,des,273.0,273.31,5,770
7597,idées,idées,273.31,273.66,5,770
7598,très,très,273.66,273.99,5,770
7599,différentes,différentes,273.99,274.68,5,770
7600,des,des,274.68,274.91,5,770
7601,idées,idées,274.91,275.16,5,770
7602,des,des,275.16,275.29,5,770
7603,grandes,grandes,275.29,275.57,5,770
7604,personnes,personnes,275.57,276.24,5,770
7605,moi,moi,277.39,277.69,5,771
7606,dit,dit,277.96,278.22,5,771
7607,-il,il,278.22,278.35,5,771
7608,encore,encore,278.35,278.84,5,771
7609,je,je,279.22,279.44,5,771
7610,possède,possède,279.44,279.921935,5,771
7611,une,une,279.921935,280.03,5,771
7612,fleur,fleur,280.03,280.5,5,771
7613,que,que,280.5,280.62,5,771
7614,j',j',280.62,280.73,5,771
7615,arrose,arrose,280.73,281.22,5,771
7616,tous,tous,281.22,281.41,5,771
7617,les,les,281.41,281.55,5,771
7618,jours,jours,281.55,281.95,5,771
7619,je,je,282.39,282.61,5,772
7620,possède,possède,282.61,283.1,5,772
7621,trois,trois,283.1,283.45,5,772
7622,volcans,volcans,283.45,283.9,5,772
7623,que,que,283.9,284.03,5,772
7624,je,je,284.03,284.17,5,772
7625,ramone,ramone,284.17,284.65,5,772
7626,toutes,toutes,284.65,285.02,5,772
7627,les,les,285.02,285.16,5,772
7628,semaines,semaines,285.16,285.81,5,772
7629,car,car,286.15,286.37,5,772
7630,je,je,286.37,286.51,5,772
7631,ramone,ramone,286.51,286.99,5,772
7632,aussi,aussi,287.06,287.49,5,772
7633,celui,celui,287.49,287.95,5,772
7634,qui,qui,287.95,288.19,5,772
7635,est,est,288.19,288.29,5,772
7636,éteint,éteint,288.29,288.69,5,772
7637,on,on,289.12,289.27,5,773
7638,ne,ne,289.27,289.34,5,773
7639,sait,sait,289.34,289.53,5,773
7640,jamais,jamais,289.53,289.93,5,773
7641,c',c',290.55,290.69,5,774
7642,est,est,290.69,290.83,5,774
7643,utile,utile,290.83,291.15,5,774
7644,à,à,291.15,291.23,5,774
7645,mes,mes,291.23,291.36,5,774
7646,volcans,volcans,291.36,291.77,5,774
7647,et,et,292.07,292.1,5,774
7648,c',c',292.1,292.2,5,774
7649,est,est,292.2,292.34,5,774
7650,utile,utile,292.34,292.63,5,774
7651,à,à,292.63,292.71,5,774
7652,ma,ma,292.71,292.82,5,774
7653,fleur,fleur,292.82,293.27,5,774
7654,que,que,293.27,293.39,5,774
7655,je,je,293.39,293.56,5,774
7656,les,les,293.56,293.71,5,774
7657,possède,possède,293.71,294.19,5,774
7658,mais,mais,295.15,295.34,5,775
7659,tu,tu,295.34,295.49,5,775
7660,n',n',295.49,295.53,5,775
7661,es,es,295.53,295.66,5,775
7662,pas,pas,295.66,295.83,5,775
7663,utile,utile,295.83,296.28,5,775
7664,aux,à,296.28,296.33,5,775
7665,étoiles,étoiles,296.38,297.02,5,775
7666,le,le,298.27,298.35,5,776
7667,businessman,businessman,298.35,299.12,5,776
7668,ouvrit,ouvrit,299.12,299.36,5,776
7669,la,la,299.36,299.52,5,776
7670,bouche,bouche,299.52,299.97,5,776
7671,mais,mais,299.97,300.15,5,776
7672,ne,ne,300.15,300.27,5,776
7673,trouva,trouva,300.27,300.63,5,776
7674,rien,rien,300.63,300.97,5,776
7675,à,à,300.97,301.01,5,776
7676,répondre,répondre,301.01,301.69,5,776
7677,et,et,301.98,302.08,5,777
7678,le,le,302.08,302.21,5,777
7679,petit,petit,302.21,302.51,5,777
7680,prince,prince,302.51,302.97,5,777
7681,s',s',302.97,302.99,5,777
7682,en,en,302.99,303.06,5,777
7683,fut,fut,303.06,303.4,5,777
7684,les,les,304.77,304.98,5,778
7685,grandes,grandes,304.98,305.35,5,778
7686,personnes,personnes,305.35,305.82,5,778
7687,sont,sont,305.82,305.98,5,778
7688,décidément,décidément,305.98,306.59,5,778
7689,tout,tout,306.59,307.05,5,778
7690,à,à,307.05,307.15,5,778
7691,fait,fait,307.15,307.41,5,778
7692,extraordinaires,extraordinaires,307.41,308.42,5,778
7693,se,se,308.96,309.12,5,778
7694,disait,disait,309.12,309.55,5,778
7695,-il,il,309.55,309.79,5,778
7696,simplement,simplement,309.79,310.55,5,778
7697,en,en,310.61,310.75,5,778
7698,lui,lui,310.75,310.95,5,778
7699,-même,même,310.95,311.34,5,778
7700,durant,durant,311.64,312.07,5,778
7701,le,le,312.07,312.17,5,778
7702,voyage,voyage,312.17,312.86,5,778
7703,la,la,316.07,316.18,5,779
7704,cinquième,cinquième,316.34,316.84,5,779
7705,planète,planète,316.9,317.5,5,779
7706,était,était,317.61,317.87,5,779
7707,très,très,317.87,318.2,5,779
7708,curieuse,curieuse,318.2,318.91,5,779
7709,c',c',319.33,319.46,5,780
7710,était,était,319.46,319.71,5,780
7711,la,la,319.71,319.88,5,780
7712,plus,plus,319.88,320.24,5,780
7713,petite,petite,320.24,320.77,5,780
7714,de,de,320.77,320.94,5,780
7715,toutes,toutes,320.94,321.41,5,780
7716,il,il,322.14,322.32,5,781
7717,y,y,322.32,322.42,5,781
7718,avait,avait,322.5,322.62,5,781
7719,là,là,322.7,322.89,5,781
7720,juste,juste,322.89,323.42,5,781
7721,assez,assez,323.42,323.7,5,781
7722,de,de,323.7,323.85,5,781
7723,place,place,323.85,324.27,5,781
7724,pour,pour,324.27,324.45,5,781
7725,loger,loger,324.45,324.9,5,781
7726,un,un,324.99,325.17,5,781
7727,réverbère,réverbère,325.17,325.92,5,781
7728,et,et,326.12,326.29,5,781
7729,un,un,326.29,326.54,5,781
7730,allumeur,allumeur,326.54,327.03,5,781
7731,de,de,327.03,327.13,5,781
7732,réverbères,réverbères,327.13,327.84,5,781
7733,le,le,328.73,328.93,5,782
7734,petit,petit,328.93,329.34,5,782
7735,prince,prince,329.34,329.84,5,782
7736,ne,ne,329.84,329.87,5,782
7737,parvenait,parvenait,329.87,330.34,5,782
7738,pas,pas,330.34,330.63,5,782
7739,à,à,330.63,330.69,5,782
7740,s',s',330.69,330.81,5,782
7741,expliquer,expliquer,330.81,331.4,5,782
7742,à,à,331.4,331.53,5,782
7743,quoi,quoi,331.67,331.92,5,782
7744,pouvaient,pouvaient,332.0,332.27,5,782
7745,servir,servir,332.27,332.93,5,782
7746,quelque,quelque,333.13,333.55,5,782
7747,part,part,333.55,333.83,5,782
7748,dans,dans,333.83,333.98,5,782
7749,le,le,333.98,334.1,5,782
7750,ciel,ciel,334.1,334.66,5,782
7751,sur,sur,335.01,335.28,5,782
7752,une,une,335.28,335.4,5,782
7753,planète,planète,335.4,335.98,5,782
7754,sans,sans,336.15,336.43,5,782
7755,maison,maison,336.43,336.83,5,782
7756,ni,ni,337.07,337.39,5,782
7757,population,population,337.39,338.16,5,782
